"pais","estratopri","cve_ent","prov","municipio","cve_mun","year","q2","vic1ext","b21a","b32","ing4","it1","pn4"
"México","Centro Occidente",11,"Guanajuato","Moroleón","11021",2014,"72","0",NA,"Algo","Muy de acuerdo","Algo confiable","Muy insatisfecho(a)"
"México","Norte",24,"San Luis Potosí","Villa Juárez","24052",2014,"71","0","Mucho","Mucho","Muy de acuerdo","Algo confiable","Satisfecho(a)"
"México","Norte",19,"Nuevo León","San Nicolás de los Garza","19046",2014,"74","0","Nada","Algo","Muy de acuerdo","Muy confiable","Muy insatisfecho(a)"
"México","Sur",30,"Veracruz de Ignacio de la Llave","Uxpanapa","30210",2014,"20","0","Mucho","Mucho","Muy de acuerdo","Algo confiable","Satisfecho(a)"
"México","Centro",13,"Hidalgo","Tepeji del Río de Ocampo","13063",2014,"43","0","Poco","Nada","Muy en desacuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro Occidente",16,"Michoacán de Ocampo","Pátzcuaro","16066",2014,"20","0","Nada","Moderado","Ni en acuerdo ni en desacuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro",21,"Puebla","Huaquechula","21069",2014,"59","0","Moderado","Mucho","Ligeramente en de acuerdo","Poco confiable","Satisfecho(a)"
"México","Centro",15,"México","Tlalnepantla de Baz","15104",2014,"35","0","Poco","Muy poco","Ligeramente en desacuerdo","Algo confiable","Satisfecho(a)"
"México","Sur",12,"Guerrero","Metlatónoc","12043",2014,"36","0","Nada","Nada","Muy de acuerdo","Algo confiable","Satisfecho(a)"
"México","Sur",7,"Chiapas","Amatán","07005",2014,"50","0","Poco","Algo","Ligeramente en de acuerdo","Muy confiable","Satisfecho(a)"
"México","Sur",12,"Guerrero","Eduardo Neri","12075",2014,"31","0","Moderado","Moderado","De acuerdo","Algo confiable","Satisfecho(a)"
"México","Sur",27,"Tabasco","Paraíso","27014",2014,"20","1","Moderado","Algo","Ligeramente en de acuerdo","Poco confiable","Insatisfecho(a)"
"México","Norte",8,"Chihuahua","Ojinaga","08052",2014,"44","0","Algo","Algo","Ni en acuerdo ni en desacuerdo","Algo confiable","Satisfecho(a)"
"México","Sur",12,"Guerrero","Iguala de la Independencia","12035",2014,"52","0","Nada","Nada","Muy de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro Occidente",11,"Guanajuato","León","11020",2014,"78","0","Moderado","Algo","Ligeramente en desacuerdo","Algo confiable","Satisfecho(a)"
"México","Norte",5,"Coahuila de Zaragoza","Saltillo","05030",2014,"20","0","Nada","Muy poco","Ni en acuerdo ni en desacuerdo","Algo confiable","Insatisfecho(a)"
"México","Norte",25,"Sinaloa","Culiacán","25006",2014,"34","0","Moderado","Algo","Muy de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro",15,"México","Zumpango","15120",2014,"60","1","Algo","Muy poco","Ni en acuerdo ni en desacuerdo","Algo confiable","Insatisfecho(a)"
"México","Norte",2,"Baja California","Mexicali","02002",2014,"53","1","Nada","Nada","Ligeramente en de acuerdo","Poco confiable","Insatisfecho(a)"
"México","Norte",32,"Zacatecas","Tabasco","32044",2014,"19","1","Muy poco","Bastante","Ni en acuerdo ni en desacuerdo","Algo confiable","Satisfecho(a)"
"México","Sur",4,"Campeche","Hopelchén","04006",2014,"34","0","Bastante","Mucho","De acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro",21,"Puebla","Puebla","21114",2014,"47","0","Moderado","Algo","Ni en acuerdo ni en desacuerdo","Algo confiable","Insatisfecho(a)"
"México","Norte",26,"Sonora","Navojoa","26042",2014,"34","0","Moderado","Algo","Muy en desacuerdo","Algo confiable","Muy insatisfecho(a)"
"México","Centro Occidente",11,"Guanajuato","Pénjamo","11023",2014,"30","0","Mucho","Algo","De acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro",15,"México","Toluca","15106",2014,"23","0","Nada","Poco","De acuerdo","Algo confiable","Satisfecho(a)"
"México","Centro",22,"Querétaro","El Marqués","22011",2014,"38","0","Algo","Moderado","Ligeramente en desacuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro",15,"México","Chicoloapan","15029",2014,"43","0","Bastante","Poco","Ligeramente en desacuerdo","Algo confiable","Satisfecho(a)"
"México","Centro",17,"Morelos","Yautepec","17029",2014,"40","0","Bastante","Moderado","De acuerdo","Algo confiable","Insatisfecho(a)"
"México","Sur",12,"Guerrero","Eduardo Neri","12075",2014,"68","0","Bastante","Bastante","Muy de acuerdo","Muy confiable","Insatisfecho(a)"
"México","Centro",13,"Hidalgo","San Felipe Orizatlán","13046",2014,"53","0","Poco","Poco",NA,"Poco confiable","Satisfecho(a)"
"México","Centro Occidente",14,"Jalisco","San Pedro Tlaquepaque","14098",2014,"70","0","Moderado","Poco","Muy en desacuerdo","Muy confiable","Satisfecho(a)"
"México","Centro Occidente",11,"Guanajuato","Dolores Hidalgo Cuna de la Independencia Nacional","11014",2014,"63","0","Algo","Algo","De acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro",13,"Hidalgo","Nopala de Villagrán","13044",2014,"36","0","Nada","Nada","Ligeramente en desacuerdo","Poco confiable","Insatisfecho(a)"
"México","Norte",28,"Tamaulipas","Matamoros","28022",2014,"32","1","Nada","Poco","Ligeramente en desacuerdo","Poco confiable","Insatisfecho(a)"
"México","Sur",27,"Tabasco","Paraíso","27014",2014,"34","0","Nada","Poco","Ni en acuerdo ni en desacuerdo","Muy confiable","Insatisfecho(a)"
"México","Norte",25,"Sinaloa","Culiacán","25006",2014,"24","0","Bastante","Moderado","De acuerdo","Algo confiable","Satisfecho(a)"
"México","Sur",12,"Guerrero","Leonardo Bravo","12040",2014,"54","0","Moderado","Bastante",NA,"Algo confiable","Insatisfecho(a)"
"México","Sur",7,"Chiapas","Tuxtla Gutiérrez","07101",2014,"74","0","Nada","Poco","Ligeramente en desacuerdo","Poco confiable","Insatisfecho(a)"
"México","Norte",2,"Baja California","Mexicali","02002",2014,"37","0","Poco","Muy poco","Muy de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro Occidente",11,"Guanajuato","Dolores Hidalgo Cuna de la Independencia Nacional","11014",2014,"48","0","Poco","Poco","De acuerdo","Nada confiable","Insatisfecho(a)"
"México","Sur",27,"Tabasco","Centro","27004",2014,"25","0","Algo","Moderado","Ligeramente en de acuerdo","Nada confiable","Insatisfecho(a)"
"México","Sur",30,"Veracruz de Ignacio de la Llave","Hueyapan de Ocampo","30073",2014,"26","1","Mucho","Nada","Ni en acuerdo ni en desacuerdo","Nada confiable","Satisfecho(a)"
"México","Centro",15,"México","Nezahualcóyotl","15058",2014,"40","0","Muy poco","Nada","Ligeramente en de acuerdo","Poco confiable","Insatisfecho(a)"
"México","Centro Occidente",16,"Michoacán de Ocampo","Zitácuaro","16112",2014,"78","0","Algo","Moderado","Muy de acuerdo","Poco confiable","Insatisfecho(a)"
"México","Norte",19,"Nuevo León","Monterrey","19039",2014,"26","1","Nada","Algo",NA,"Nada confiable","Insatisfecho(a)"
"México","Sur",7,"Chiapas","Amatán","07005",2014,"18","0","Algo","Moderado","Ni en acuerdo ni en desacuerdo","Muy confiable","Satisfecho(a)"
"México","Sur",30,"Veracruz de Ignacio de la Llave","Xalapa","30087",2014,"26","1","Nada","Nada",NA,"Nada confiable","Insatisfecho(a)"
"México","Centro",15,"México","Naucalpan de Juárez","15057",2014,"28","0","Algo","Poco",NA,"Algo confiable",NA
"México","Centro",15,"México","Ecatepec de Morelos","15033",2014,"31","1","Algo","Bastante","De acuerdo","Algo confiable","Insatisfecho(a)"
"México","Norte",26,"Sonora","Navojoa","26042",2014,"20","0","Moderado","Bastante","Ni en acuerdo ni en desacuerdo","Poco confiable","Muy satisfecho(a)"
"México","Centro",15,"México","Ecatepec de Morelos","15033",2014,"64","0","Mucho","Muy poco","Muy de acuerdo","Algo confiable","Satisfecho(a)"
"México","Norte",2,"Baja California","Tijuana","02004",2014,"23","1","Moderado","Mucho","Ni en acuerdo ni en desacuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro",9,"Ciudad de México","Iztapalapa","09007",2014,"50","0","Algo","Algo","De acuerdo","Algo confiable","Satisfecho(a)"
"México","Centro Occidente",16,"Michoacán de Ocampo","Morelia","16053",2014,"24","0","Moderado","Poco","Ligeramente en de acuerdo","Algo confiable","Satisfecho(a)"
"México","Norte",28,"Tamaulipas","Matamoros","28022",2014,"38","0","Moderado","Moderado","Muy de acuerdo","Muy confiable","Satisfecho(a)"
"México","Norte",8,"Chihuahua","Ahumada","08001",2014,"32","0","Poco","Algo","Ligeramente en de acuerdo","Poco confiable","Satisfecho(a)"
"México","Centro",21,"Puebla","Ocoyucan","21106",2014,"57","0","Moderado","Moderado",NA,"Algo confiable",NA
"México","Centro",15,"México","Metepec","15054",2014,"42","1","Mucho","Bastante","Muy de acuerdo","Algo confiable","Satisfecho(a)"
"México","Centro",21,"Puebla","Puebla","21114",2014,"37","0","Muy poco","Algo","Muy de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Norte",8,"Chihuahua","Ojinaga","08052",2014,"21","0","Moderado","Moderado","Muy de acuerdo","Algo confiable","Satisfecho(a)"
"México","Centro Occidente",11,"Guanajuato","León","11020",2014,"18","1","Nada","Algo","Muy de acuerdo","Poco confiable","Insatisfecho(a)"
"México","Norte",32,"Zacatecas","Tabasco","32044",2014,"29","0","Poco","Poco",NA,"Algo confiable","Satisfecho(a)"
"México","Norte",8,"Chihuahua","Chihuahua","08019",2014,"25","0","Algo","Algo","Muy de acuerdo","Algo confiable","Satisfecho(a)"
"México","Centro",15,"México","Tlalnepantla de Baz","15104",2014,"34","0","Algo","Moderado","Ligeramente en desacuerdo","Algo confiable","Satisfecho(a)"
"México","Norte",32,"Zacatecas","Fresnillo","32010",2014,"42","0","Algo","Moderado","Muy de acuerdo","Poco confiable","Satisfecho(a)"
"México","Norte",3,"Baja California Sur","Comondú","03001",2014,"60",NA,"Moderado","Bastante",NA,"Nada confiable","Insatisfecho(a)"
"México","Centro",17,"Morelos","Yautepec","17029",2014,"40","0","Nada","Nada","Muy en desacuerdo","Nada confiable","Muy insatisfecho(a)"
"México","Norte",10,"Durango","Lerdo","10012",2014,"28","0","Bastante","Algo","De acuerdo","Nada confiable","Insatisfecho(a)"
"México","Centro",22,"Querétaro","El Marqués","22011",2014,"21","0","Poco","Poco","Ni en acuerdo ni en desacuerdo","Algo confiable","Insatisfecho(a)"
"México","Sur",20,"Oaxaca","Oaxaca de Juárez","20067",2014,"80","0","Algo","Poco","Ligeramente en desacuerdo","Algo confiable","Insatisfecho(a)"
"México","Sur",30,"Veracruz de Ignacio de la Llave","Papantla","30124",2014,"24","0","Mucho","Poco","Ligeramente en desacuerdo","Muy confiable","Satisfecho(a)"
"México","Centro Occidente",16,"Michoacán de Ocampo","Zamora","16108",2014,"32","0","Moderado","Bastante","Muy de acuerdo","Poco confiable","Satisfecho(a)"
"México","Centro Occidente",14,"Jalisco","Tonalá","14101",2014,"24","0","Nada","Nada","Ligeramente en de acuerdo","Poco confiable","Insatisfecho(a)"
"México","Centro",9,"Ciudad de México","Iztapalapa","09007",2014,"49","1","Nada","Muy poco","Muy de acuerdo","Nada confiable","Satisfecho(a)"
"México","Centro",9,"Ciudad de México","Gustavo A. Madero","09005",2014,"35","0","Poco","Poco","De acuerdo","Poco confiable","Satisfecho(a)"
"México","Centro",9,"Ciudad de México","Cuauhtémoc","09015",2014,"30","0","Moderado","Moderado","De acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro",15,"México","Nicolás Romero","15060",2014,"27","0","Mucho","Moderado","Ligeramente en desacuerdo","Muy confiable","Satisfecho(a)"
"México","Norte",24,"San Luis Potosí","San Luis Potosí","24028",2014,"59","0","Nada","Nada","Muy de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro",21,"Puebla","Huaquechula","21069",2014,"39","1","Nada","Algo","Ligeramente en de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Norte",25,"Sinaloa","Angostura","25002",2014,"21","0","Bastante","Moderado","Ligeramente en de acuerdo","Algo confiable","Satisfecho(a)"
"México","Centro",9,"Ciudad de México","Tláhuac","09011",2014,"49","0","Muy poco","Poco","Muy de acuerdo","Algo confiable","Satisfecho(a)"
"México","Norte",24,"San Luis Potosí","Tampamolón Corona","24039",2014,"56","0","Poco","Algo","De acuerdo","Muy confiable","Satisfecho(a)"
"México","Centro",21,"Puebla","Caltepec","21027",2014,"33","0","Muy poco","Algo","Ni en acuerdo ni en desacuerdo","Poco confiable","Insatisfecho(a)"
"México","Sur",20,"Oaxaca","Oaxaca de Juárez","20067",2014,"19","0","Nada","Muy poco","Ni en acuerdo ni en desacuerdo","Algo confiable",NA
"México","Norte",5,"Coahuila de Zaragoza","Saltillo","05030",2014,"59","0","Moderado","Bastante","Muy de acuerdo","Poco confiable","Muy insatisfecho(a)"
"México","Centro",9,"Ciudad de México","Iztapalapa","09007",2014,"31","0","Bastante","Algo","Muy de acuerdo","Algo confiable","Satisfecho(a)"
"México","Norte",25,"Sinaloa","Culiacán","25006",2014,"53","0","Bastante","Moderado","De acuerdo","Muy confiable","Satisfecho(a)"
"México","Norte",3,"Baja California Sur","Los Cabos","03008",2014,"37","0","Poco","Moderado","Ligeramente en de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro Occidente",14,"Jalisco","Atotonilco el Alto","14013",2014,"30","0","Algo","Moderado","Ligeramente en de acuerdo","Nada confiable","Insatisfecho(a)"
"México","Norte",19,"Nuevo León","San Nicolás de los Garza","19046",2014,"36","0","Nada","Mucho","Ni en acuerdo ni en desacuerdo","Algo confiable","Insatisfecho(a)"
"México","Norte",3,"Baja California Sur","Comondú","03001",2014,"22","0","Moderado","Bastante","Ni en acuerdo ni en desacuerdo","Muy confiable","Insatisfecho(a)"
"México","Norte",10,"Durango","Lerdo","10012",2014,"38","1","Bastante","Algo","Muy de acuerdo","Algo confiable","Muy insatisfecho(a)"
"México","Centro",15,"México","Nezahualcóyotl","15058",2014,"36","1","Poco","Bastante","Muy de acuerdo","Algo confiable","Satisfecho(a)"
"México","Sur",20,"Oaxaca","San Lucas Ojitlán","20232",2014,"41","1","Moderado","Moderado","De acuerdo","Poco confiable","Satisfecho(a)"
"México","Sur",30,"Veracruz de Ignacio de la Llave","Papantla","30124",2014,"60","0","Bastante","Mucho","Muy de acuerdo","Algo confiable","Satisfecho(a)"
"México","Centro",17,"Morelos","Yautepec","17029",2014,"21","0","Mucho","Mucho","Ni en acuerdo ni en desacuerdo","Poco confiable","Satisfecho(a)"
"México","Norte",19,"Nuevo León","San Nicolás de los Garza","19046",2014,"22","1","Algo","Moderado","Ligeramente en de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro",15,"México","Ixtapaluca","15039",2014,"33","0","Nada","Nada","Ligeramente en de acuerdo","Nada confiable","Insatisfecho(a)"
"México","Centro Occidente",14,"Jalisco","San Juan de los Lagos","14073",2014,"46","0","Poco","Muy poco","Ni en acuerdo ni en desacuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro",15,"México","Naucalpan de Juárez","15057",2014,"24","0","Algo","Algo","Ligeramente en desacuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro",9,"Ciudad de México","Benito Juárez","09014",2014,"57","0","Nada","Algo","De acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro",15,"México","Tlalnepantla de Baz","15104",2014,"41","0","Algo","Bastante","Ligeramente en desacuerdo","Algo confiable","Satisfecho(a)"
"México","Centro",15,"México","Metepec","15054",2014,"30","1","Nada","Muy poco",NA,"Algo confiable","Muy insatisfecho(a)"
"México","Norte",19,"Nuevo León","San Nicolás de los Garza","19046",2014,"48","0","Poco","Moderado","Ligeramente en desacuerdo","Poco confiable","Muy insatisfecho(a)"
"México","Centro",15,"México","Toluca","15106",2014,"28","0","Algo","Moderado","Ligeramente en de acuerdo","Algo confiable","Satisfecho(a)"
"México","Sur",23,"Quintana Roo","Othón P. Blanco","23004",2014,"39","1","Nada","Muy poco","Muy de acuerdo","Muy confiable","Insatisfecho(a)"
"México","Norte",8,"Chihuahua","Juárez","08037",2014,"37","0","Nada","Poco","Ni en acuerdo ni en desacuerdo","Poco confiable","Insatisfecho(a)"
"México","Centro",15,"México","Cuautitlán Izcalli","15121",2014,"34","1","Nada","Muy poco","Ligeramente en desacuerdo","Poco confiable","Muy insatisfecho(a)"
"México","Norte",25,"Sinaloa","Rosario","25014",2014,"76","0","Moderado","Algo","De acuerdo","Muy confiable","Insatisfecho(a)"
"México","Centro",13,"Hidalgo","San Felipe Orizatlán","13046",2014,"25","0","Algo","Poco","En desacuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro",9,"Ciudad de México","Gustavo A. Madero","09005",2014,"41","1","Muy poco","Muy poco","Muy de acuerdo","Poco confiable","Insatisfecho(a)"
"México","Centro Occidente",11,"Guanajuato","Dolores Hidalgo Cuna de la Independencia Nacional","11014",2014,"26","0","Algo","Poco","Ligeramente en de acuerdo","Nada confiable","Insatisfecho(a)"
"México","Norte",8,"Chihuahua","Juárez","08037",2014,"64","0","Muy poco","Algo","Ligeramente en de acuerdo","Muy confiable","Insatisfecho(a)"
"México","Sur",30,"Veracruz de Ignacio de la Llave","Boca del Río","30028",2014,"70","0","Mucho","Mucho",NA,"Algo confiable",NA
"México","Centro",21,"Puebla","Puebla","21114",2014,"22","0","Nada","Nada","Ni en acuerdo ni en desacuerdo","Nada confiable","Insatisfecho(a)"
"México","Centro",29,"Tlaxcala","Ixtenco","29016",2014,"60","0","Poco","Algo","Ni en acuerdo ni en desacuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro Occidente",6,"Colima","Villa de Álvarez","06010",2014,"45","0","Bastante","Bastante","De acuerdo","Muy confiable","Satisfecho(a)"
"México","Centro Occidente",14,"Jalisco","Zapopan","14120",2014,"50","0","Poco","Algo","De acuerdo","Poco confiable","Satisfecho(a)"
"México","Centro Occidente",14,"Jalisco","Jamay","14047",2014,"25","0","Nada","Muy poco","Ni en acuerdo ni en desacuerdo","Nada confiable","Satisfecho(a)"
"México","Norte",10,"Durango","Cuencamé","10004",2014,"81","0","Muy poco","Moderado","De acuerdo","Algo confiable","Muy insatisfecho(a)"
"México","Sur",30,"Veracruz de Ignacio de la Llave","Uxpanapa","30210",2014,"26","1","Nada","Muy poco","Muy de acuerdo","Algo confiable","Muy insatisfecho(a)"
"México","Centro Occidente",14,"Jalisco","Zapotlán el Grande","14023",2014,"40","0","Poco","Poco","En desacuerdo","Muy confiable","Muy insatisfecho(a)"
"México","Norte",24,"San Luis Potosí","Tampamolón Corona","24039",2014,"76","0","Moderado","Moderado",NA,"Algo confiable","Satisfecho(a)"
"México","Sur",30,"Veracruz de Ignacio de la Llave","Coatzacoalcos","30039",2014,"27","0","Muy poco","Algo","De acuerdo","Poco confiable","Satisfecho(a)"
"México","Centro Occidente",11,"Guanajuato","Acámbaro","11002",2014,"46","0","Moderado","Algo","Ni en acuerdo ni en desacuerdo","Algo confiable","Insatisfecho(a)"
"México","Sur",30,"Veracruz de Ignacio de la Llave","Orizaba","30118",2014,"49","0","Moderado","Bastante","En desacuerdo","Muy confiable","Insatisfecho(a)"
"México","Centro",9,"Ciudad de México","Iztapalapa","09007",2014,"33","0","Nada","Moderado","Ligeramente en de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro Occidente",14,"Jalisco","Atotonilco el Alto","14013",2014,"42","0","Moderado","Mucho","De acuerdo","Algo confiable","Satisfecho(a)"
"México","Sur",20,"Oaxaca","Asunción Nochixtlán","20006",2014,"46","0","Muy poco","Algo","En desacuerdo","Algo confiable","Muy insatisfecho(a)"
"México","Centro",17,"Morelos","Yautepec","17029",2014,"50","1","Moderado","Poco","Ni en acuerdo ni en desacuerdo","Poco confiable","Muy insatisfecho(a)"
"México","Norte",26,"Sonora","Guaymas","26029",2014,"31","0","Nada","Moderado","Ni en acuerdo ni en desacuerdo","Poco confiable","Satisfecho(a)"
"México","Centro Occidente",14,"Jalisco","San Pedro Tlaquepaque","14098",2014,"50","0","Mucho","Bastante","De acuerdo","Algo confiable",NA
"México","Sur",27,"Tabasco","Centro","27004",2014,"57","0","Bastante","Nada","Muy de acuerdo","Muy confiable","Insatisfecho(a)"
"México","Sur",30,"Veracruz de Ignacio de la Llave","Uxpanapa","30210",2014,"49","0","Bastante","Algo","Ligeramente en desacuerdo","Algo confiable","Insatisfecho(a)"
"México","Sur",12,"Guerrero","Iguala de la Independencia","12035",2014,"63","0","Nada","Nada","Muy de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro",17,"Morelos","Yautepec","17029",2014,"46","0","Nada","Nada","Muy de acuerdo","Nada confiable","Satisfecho(a)"
"México","Centro",15,"México","Tlalnepantla de Baz","15104",2014,"62","0","Poco","Algo","Ligeramente en de acuerdo","Poco confiable","Insatisfecho(a)"
"México","Centro Occidente",18,"Nayarit","Ahuacatlán","18002",2014,"66","0","Poco","Muy poco","Muy de acuerdo","Muy confiable","Satisfecho(a)"
"México","Sur",7,"Chiapas","Villa Corzo","07107",2014,"47","0","Nada","Mucho","Ligeramente en desacuerdo","Poco confiable","Satisfecho(a)"
"México","Centro Occidente",1,"Aguascalientes","Tepezalá","01009",2014,"54","0","Mucho","Mucho","Ni en acuerdo ni en desacuerdo","Poco confiable","Satisfecho(a)"
"México","Centro",15,"México","Nicolás Romero","15060",2014,"19","1","Nada","Nada","Ni en acuerdo ni en desacuerdo","Poco confiable","Muy insatisfecho(a)"
"México","Centro",9,"Ciudad de México","Gustavo A. Madero","09005",2014,"65","0","Bastante","Mucho","De acuerdo","Algo confiable","Satisfecho(a)"
"México","Sur",27,"Tabasco","Centro","27004",2014,"53","0","Nada","Nada","Ligeramente en de acuerdo","Poco confiable","Muy insatisfecho(a)"
"México","Centro",15,"México","Toluca","15106",2014,"41","1","Algo","Algo","Muy de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro Occidente",14,"Jalisco","Jamay","14047",2014,"50","0","Nada","Mucho",NA,"Nada confiable","Insatisfecho(a)"
"México","Centro Occidente",1,"Aguascalientes","Tepezalá","01009",2014,"21","0","Nada","Poco","Ni en acuerdo ni en desacuerdo","Poco confiable","Muy satisfecho(a)"
"México","Centro",15,"México","Tlalnepantla de Baz","15104",2014,"74","0","Moderado","Poco","Ni en acuerdo ni en desacuerdo","Poco confiable","Insatisfecho(a)"
"México","Centro",15,"México","Zumpango","15120",2014,"44","0","Muy poco","Moderado","Ni en acuerdo ni en desacuerdo","Algo confiable","Insatisfecho(a)"
"México","Norte",25,"Sinaloa","Angostura","25002",2014,"28","0","Moderado","Algo","Ligeramente en de acuerdo","Poco confiable",NA
"México","Norte",28,"Tamaulipas","Matamoros","28022",2014,"45","0","Mucho","Mucho","Muy de acuerdo","Algo confiable","Satisfecho(a)"
"México","Norte",28,"Tamaulipas","Reynosa","28032",2014,"40","0","Algo","Algo","Ligeramente en de acuerdo","Poco confiable","Insatisfecho(a)"
"México","Norte",2,"Baja California","Tijuana","02004",2014,"26","0","Nada","Moderado","Ni en acuerdo ni en desacuerdo","Poco confiable","Insatisfecho(a)"
"México","Sur",4,"Campeche","Hopelchén","04006",2014,"24","0","Nada","Algo","De acuerdo","Muy confiable","Insatisfecho(a)"
"México","Centro",15,"México","Cuautitlán Izcalli","15121",2014,"59","1","Bastante","Nada","Ni en acuerdo ni en desacuerdo","Muy confiable","Insatisfecho(a)"
"México","Centro Occidente",14,"Jalisco","Zapopan","14120",2014,"48","0","Muy poco","Poco","Ni en acuerdo ni en desacuerdo",NA,"Muy insatisfecho(a)"
"México","Sur",7,"Chiapas","Amatán","07005",2014,"31","0","Poco","Algo","Ni en acuerdo ni en desacuerdo","Poco confiable","Insatisfecho(a)"
"México","Centro",9,"Ciudad de México","Gustavo A. Madero","09005",2014,"23","0","Nada","Bastante","Muy de acuerdo","Nada confiable","Satisfecho(a)"
"México","Centro Occidente",18,"Nayarit","Tepic","18017",2014,"50","0","Mucho","Bastante","De acuerdo","Algo confiable","Satisfecho(a)"
"México","Centro Occidente",11,"Guanajuato","León","11020",2014,"38","1","Muy poco","Muy poco","Ni en acuerdo ni en desacuerdo","Poco confiable","Insatisfecho(a)"
"México","Centro",15,"México","Toluca","15106",2014,"61","1","Algo","Moderado","Ligeramente en de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro",15,"México","Metepec","15054",2014,"80","0","Poco","Algo","Ligeramente en desacuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro",22,"Querétaro","El Marqués","22011",2014,"25","0","Muy poco","Poco","Ni en acuerdo ni en desacuerdo","Nada confiable","Insatisfecho(a)"
"México","Centro",22,"Querétaro","El Marqués","22011",2014,"35","0","Bastante","Bastante","Ligeramente en de acuerdo","Poco confiable","Muy insatisfecho(a)"
"México","Sur",30,"Veracruz de Ignacio de la Llave","Papantla","30124",2014,"73","1","Mucho","Mucho","De acuerdo","Muy confiable","Satisfecho(a)"
"México","Centro Occidente",16,"Michoacán de Ocampo","Zitácuaro","16112",2014,"24","0","Nada","Nada","Muy en desacuerdo","Poco confiable","Insatisfecho(a)"
"México","Centro Occidente",11,"Guanajuato","León","11020",2014,"65","1","Bastante","Algo","Ligeramente en de acuerdo","Nada confiable","Insatisfecho(a)"
"México","Norte",10,"Durango","Lerdo","10012",2014,"21","0","Bastante","Bastante","Ni en acuerdo ni en desacuerdo","Algo confiable","Satisfecho(a)"
"México","Sur",7,"Chiapas","Amatán","07005",2014,"68","0","Nada","Algo","De acuerdo","Muy confiable","Satisfecho(a)"
"México","Sur",30,"Veracruz de Ignacio de la Llave","Hueyapan de Ocampo","30073",2014,"58","0","Bastante","Bastante","Muy de acuerdo","Nada confiable","Satisfecho(a)"
"México","Centro",9,"Ciudad de México","Iztacalco","09006",2014,"30","0","Nada","Bastante","Ligeramente en de acuerdo","Algo confiable","Satisfecho(a)"
"México","Centro",9,"Ciudad de México","Iztapalapa","09007",2014,"40","0","Moderado","Moderado","De acuerdo","Algo confiable","Satisfecho(a)"
"México","Centro",9,"Ciudad de México","Iztapalapa","09007",2014,"50","0","Muy poco","Muy poco","Ligeramente en desacuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro Occidente",6,"Colima","Villa de Álvarez","06010",2014,"32","0","Algo","Algo","Ligeramente en de acuerdo","Algo confiable","Satisfecho(a)"
"México","Sur",20,"Oaxaca","Asunción Nochixtlán","20006",2014,"19","0","Poco","Moderado","Ni en acuerdo ni en desacuerdo","Poco confiable","Insatisfecho(a)"
"México","Norte",8,"Chihuahua","Juárez","08037",2014,"28","1","Muy poco","Muy poco","Ligeramente en de acuerdo","Poco confiable","Insatisfecho(a)"
"México","Centro",15,"México","Metepec","15054",2014,"47","1","Algo","Algo","Muy de acuerdo","Algo confiable","Muy insatisfecho(a)"
"México","Sur",12,"Guerrero","Leonardo Bravo","12040",2014,"32","0","Nada","Poco","Ligeramente en de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Norte",8,"Chihuahua","Ahumada","08001",2014,"48","0","Muy poco","Poco","Muy de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Sur",30,"Veracruz de Ignacio de la Llave","Boca del Río","30028",2014,"70","0","Mucho","Mucho","Muy de acuerdo",NA,"Satisfecho(a)"
"México","Norte",24,"San Luis Potosí","Tampamolón Corona","24039",2014,"18","0","Nada","Nada","Muy de acuerdo","Algo confiable","Muy satisfecho(a)"
"México","Norte",26,"Sonora","Guaymas","26029",2014,"22","1","Moderado","Moderado","Ligeramente en de acuerdo","Poco confiable","Insatisfecho(a)"
"México","Sur",23,"Quintana Roo","Othón P. Blanco","23004",2014,"25","1","Nada","Muy poco","Muy de acuerdo","Algo confiable","Insatisfecho(a)"
